,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
45032,0IxjyQXhiNFlVJ50PeIYiD,Nguyện Ước Sao Băng,['Phan Đinh Tùng'],2008-06-14,258768,0,1,0,1961,367,14654
45033,5ijF7607pYGUFilsYe9TYT,Trăng Xưa,['Phan Đinh Tùng'],2008-06-14,269479,0,0,0,3802,2557,4308
45034,6NNe7IZP4HkLHnkmEqeYmg,Tôi Là Phan Đình Tùng,['Phan Đinh Tùng'],2008-06-14,214776,0,0,0,2712,2621,3736
45035,6fsdNSgGIbHguw85F9vSDw,Lời Trái Tim Muốn Nói,['Phan Đinh Tùng'],2008-06-14,232594,0,2,1,14500,300,1200
45036,0p2tn8t3M64wG2APhi1CEj,Tình Thư Gọi Người Tôi Yêu,['Phan Đinh Tùng'],2008-06-14,406608,0,0,0,1026,4060,10509
45037,6iJ0GH8KSzRnCqIxvkXJpv,Ngày Tình Yêu Đến,['Phan Đinh Tùng'],2008-06-14,260414,0,0,0,4156,2537,7382
45038,0axJGk1Po1pNfE7gGtn8m3,Dĩ Vãng Êm Đềm,['Phan Đinh Tùng'],2008-06-14,242991,0,1,0,4495,529,2923
45039,5Jsnrb6nsNgfCUeSUykvcB,Thiên Đường Trần Gian,['Phan Đinh Tùng'],2008-06-14,250514,0,1,0,3628,607,4793
45040,57haGWZpiJIFdX0MjiUdSR,Nước Mắt Đêm Thâu,['Phan Đinh Tùng'],2008-06-14,267415,0,1,0,3909,410,1373
45041,4xBLcV9awNo1B2zuK90MtL,Niềm Tin,['Phan Đinh Tùng'],2008-06-14,257776,0,0,0,1167,2579,13432
45196,1jG55i8dSHk5RHeQskgROb,Quần Tây Áo Sơ Mi,['Phan Đinh Tùng'],2008-05-14,246067,0,8,0,8575,414,2195
45197,1lzFWV1Grdwkh7I7lm3T8D,Lối Mòn,['Phan Đinh Tùng'],2008-05-14,224929,0,2,0,7819,1030,5895
45198,5l6yJ2WhxGx7P2Bjknr3m7,Bơ Vơ,['Phan Đinh Tùng'],2008-05-14,234993,0,1,0,7089,473,3269
45199,2pUpl5zNdCN7a0xLAukixB,Hoa Dại,['Phan Đinh Tùng'],2008-05-14,292355,0,3,1,8158,442,1920
45200,1aOzA3RUt12vEgqNw6MqfB,Trọc,['Phan Đinh Tùng'],2008-05-14,272682,0,2,0,4653,596,1243
45201,2C6yddJaFMkG3SRGP7qUoz,Radio - Version 2,['Phan Đinh Tùng'],2008-05-14,254546,0,4,0,3176,523,8296
45202,3Ub2C8x1gvD9PEcmWQixsd,Dòng Thời Gian,['Phan Đinh Tùng'],2008-05-14,297159,0,455,35,1713833,17662,65112
45203,40LUUG3SpND5VgQXcVDMBA,Nơi Ấy,['Phan Đinh Tùng'],2008-05-14,217386,0,12,0,47577,644,5393
45204,38jE3EyTchWpc14CvvDqJR,Dại Khờ,['Phan Đinh Tùng'],2008-05-14,209940,0,0,0,3324,2596,3795
45368,1xzRT9EmzxZB714VFp9fem,Cát Bụi,['Phan Đinh Tùng'],2008-03-14,376947,0,5,0,5166,410,1378
45369,3gGt4hUiN2mMJOcdUuWGot,Để Gió Cuốn Đi,['Phan Đinh Tùng'],2008-03-14,264859,0,3,0,3330,795,3146
45370,08VBZFCR3UIG05xiMD0Wyb,Em Hãy Ngủ Đi,['Phan Đinh Tùng'],2008-03-14,229120,0,1,0,1340,916,4530
45371,4328t00lzKFGZLZ23c55dC,Mưa Hồng,['Phan Đinh Tùng'],2008-03-14,278772,0,5,0,5011,144,1279
45372,0wbZGxTKdoKWzVNigFZQDi,Biển Nhớ,['Phan Đinh Tùng'],2008-03-14,402226,0,2,0,2448,1007,1287
45373,5DzBTNQXog8QrjYcT0SnZA,Nhìn Những Mùa Thu Đi,['Phan Đinh Tùng'],2008-03-14,301866,0,1,0,20990,34,311
45374,50F6oj9PIXyswq6ca4FTV6,Diễm Xưa,['Phan Đinh Tùng'],2008-03-14,325373,0,3,0,1943,2162,2313
45375,7A60QUrPVs3RYhEBFjwknG,Ướt Mi,['Phan Đinh Tùng'],2008-03-14,368787,0,1,0,7266,1006,2221
45376,0i1DuQsjabLvQzksP6nmRw,Hạ Trắng,['Phan Đinh Tùng'],2008-03-14,290107,0,4,0,5690,175,2260
45377,6Se3kZDf82OahUwMvX6znA,Tôi Ơi Đừng Tuyệt Vọng,['Phan Đinh Tùng'],2008-03-14,320653,0,1,0,39143,383,1029
45378,1ELEyCTjQaHwSFWeJRBTnq,Hãy Yêu Nhau Đi,['Phan Đinh Tùng'],2008-03-14,333133,0,0,0,2066,5813,12503
45727,1cmsKaAdZpLpdqsd41Psy0,Lúc Vừa Yêu,['Phan Đinh Tùng'],2008-01-13,215867,0,0,0,12201,2667,3974
45728,5lUV9W86JMv7WUx17trh39,Nàng Công Chúa Cổ Tích,['Phan Đinh Tùng'],2008-01-13,254511,0,7,0,14017,362,9577
45729,0vs3ky8H5QiWqHpbJDpGCu,Ngồi Bên Em,['Phan Đinh Tùng'],2008-01-13,251559,0,73,23,168954,2385,9085
45730,5JREhkYTmdvAOCrtsVMfMp,Anh Chàng Răng Sún,['Phan Đinh Tùng'],2008-01-13,252316,0,3,1,2133,412,1868
45731,4VRdQncKLEFCMMkMm6vBx6,Cào Cào Lá Tre,['Phan Đinh Tùng'],2008-01-13,254798,0,42,22,243608,2075,7643
45732,5AgsKTNv09f8KyXwwEladT,Nàng Giáng Tiên,['Phan Đinh Tùng'],2008-01-13,265325,0,13,3,13203,256,10277
45733,1dsYu9kMgX36qRCIQ5lNLs,Trang Lưu Bút Ngọt Ngào,['Phan Đinh Tùng'],2008-01-13,262008,0,8,3,14837,159,1955
45734,02PhrphYWVAP0VBJoEkphs,Mưa Nắng Khi Yêu,['Phan Đinh Tùng'],2008-01-13,243513,0,4,0,13560,599,33
45735,5Wse8EWGExzvQv2MO88SZC,Tình Yêu Diệu Kỳ,['Phan Đinh Tùng'],2008-01-13,241240,0,65,31,420829,7483,33262
45736,6NKmKdOBO37XtcsUFIMLH0,Bé Bình Khóc Nhè,['Phan Đinh Tùng'],2008-01-13,224067,0,2,0,18054,1022,5861
45921,1svuEBpr2P52RLN1i1zSC2,Vườn Hoa Sao Rơi,['Phan Đinh Tùng'],2007-01-20,288783,2,13,6,16700,1307,2973
45922,6u3LwpbQDjMjdZKqcsZst7,Cuộc Tình Phôi Phai,['Phan Đinh Tùng'],2007-01-20,261590,0,2,0,154745,493,4033
45923,0aRpKE2nUWLF33xMhHbEkV,Em Yêu,['Phan Đinh Tùng'],2007-01-20,248999,0,2,0,17811,804,4813
45924,3baJvv9ncOK2iDlr97yvWO,Thà Một Lần Đau,['Phan Đinh Tùng'],2007-01-20,221906,0,1,0,6438,803,3823
45925,502F9lHdTGiRtuoiSEjOJt,Làm Sao Quên Em,['Phan Đinh Tùng'],2007-01-20,203075,0,3,0,1651,1486,4933
45926,0Lroe1A3Dhcj8rqNYiY8nK,KATY KATY,['Phan Đinh Tùng'],2007-01-20,196159,0,1,0,9318,2647,4062
45927,2VOE35ij6ZtpNhjiz2lpDA,Nợ Yêu,['Phan Đinh Tùng'],2007-01-20,343484,0,0,0,43292,4289,11071
45928,3YKVtmpwuFGWMQN3REneiK,Tìm Về Ngày Hôm Qua,['Phan Đinh Tùng'],2007-01-20,293320,0,0,0,10225,3176,5977
45929,4PEg0nRi6rXZAygrqLLQ7j,Radio,['Phan Đinh Tùng'],2007-01-20,266493,0,0,0,6419,2555,4464
45930,05Jo3pcpzTCICKVeAeRyjK,Khi Mất Em,['Phan Đinh Tùng'],2007-01-20,376947,0,0,0,20743,4066,10505
45931,4vMNyNvt2wsfXB0y6HuCBV,Vườn Hoa Sao Rơi - Instrumental,['Phan Đinh Tùng'],2007-01-20,282746,0,0,0,13044,3185,5654
45932,4a4tZ5cVj9xYhvrphMeOpt,Cuộc Tình Phôi Phai - Instrumental,['Phan Đinh Tùng'],2007-01-20,261446,0,0,0,8574,2537,5924
45933,1waE1VfaDMFfyl1yE5j1zY,Em Yêu I Love You - Instrumental,['Phan Đinh Tùng'],2007-01-20,246337,0,0,0,21443,2491,3748
45934,3ctRVgfAKaa3zdpJPKYqKj,Thà Một Lần Đau - Instrumental,['Phan Đinh Tùng'],2007-01-20,223441,0,0,0,11106,2612,3859
45935,6vRTOVJbYECbNmHmLDuttx,Làm Sao Quên Em - Instrumental,['Phan Đinh Tùng'],2007-01-20,201073,0,0,0,21760,2995,5538
46135,7M9gckOK2lkxgKRmYyM2sy,Cạm Bẫy Tình Yêu,['Phan Đinh Tùng'],2006-01-20,260022,1,102,21,196666,2461,8438
46136,3Jl0ZWYdSKfItYGvwjBGL9,Vì Em Dối Gian,['Phan Đinh Tùng'],2006-01-20,231653,0,12,1,7230,143,1394
46137,6VuZbY8G4beUaj5jjoHDol,Mong Em Luôn Hạnh Phúc,['Phan Đinh Tùng'],2006-01-20,316440,0,4,0,1872,433,608
46138,2Zyu2GtTaXT1rQR04xLypI,Hãy Nhìn Về Tương Lai,['Phan Đinh Tùng'],2006-01-20,255137,0,1,0,1214,449,6688
46139,70zLuN2pURyeXHTs42ljox,Tình Yêu Đẹp Như Thế,['Phan Đinh Tùng'],2006-01-20,231419,0,3,0,1405,917,3995
46140,0kRklw2QZR4F8Q7Nnfwl4G,Đánh Rơi Tình Yêu,['Phan Đinh Tùng'],2006-01-20,246804,0,1,0,9196,611,2622
46141,3xqC2akF7gvTyruk6X7cLC,Anh Vẫn Còn Yêu Em,['Phan Đinh Tùng'],2006-01-20,261851,0,1,1,1817,250,948
46142,16c8dH6zqMUX4VXndTp4iw,Lỗi Lầm,['Phan Đinh Tùng'],2006-01-20,333871,0,86,19,182968,1685,5549
46143,3n5LXts3HJkVTXrF4pa0zx,Khi Tình Yêu Đến,['Phan Đinh Tùng'],2006-01-20,258638,0,2,0,363484,507,15161
46144,73jumLlgKIC3TqVwwGjb5O,Đến Bao Giờ Em Biết,['Phan Đinh Tùng'],2006-01-20,279875,0,1,0,8997,75,708
46145,5KyjB0tw8BYR8AU6PI6yPq,Ngàn Đời Anh Vẫn Yêu Em,['Phan Đinh Tùng'],2006-01-20,325146,0,5,0,10632,726,1819
46146,5Jd9BG8XaVbbLJ2fjBDpkD,Và Con Tim Đã Vui Trở Lại,['Phan Đinh Tùng'],2006-01-20,270471,0,2,1,4088,242,515
46147,2nPDDyknvo85zWF8oClOUV,Vì Em Dối Gian - Solo,['Phan Đinh Tùng'],2006-01-20,227631,0,0,0,13778,2662,4327
46148,2OTPeCITp96OZWvySZ0Ije,Hãy Nhìn Về Tương Lai - Solo,['Phan Đinh Tùng'],2006-01-20,253280,0,0,0,1214,2643,5862
46362,5QyAp97ghbaraJxJZzfOjT,Đánh Thức Trái Tim,['Phan Đinh Tùng'],2005-01-20,214093,0,0,0,4507,2610,3734
46363,0Mk3U7ShIHXfFUym3rQLkn,Góc Phố Em Ngủ Yên,['Phan Đinh Tùng'],2005-01-20,365449,0,0,0,22088,4079,10520
46364,75i1FEtqponMIoTJPXCs8E,Khi Tình Yêu Anh Khóc,['Phan Đinh Tùng'],2005-01-20,212427,0,0,0,4228,2607,3638
46365,25XbULpc6Q6ssL07hmdkPN,Tựa Như Ánh Sao,['Phan Đinh Tùng'],2005-01-20,254857,0,2,0,103954,599,8131
46366,3eiX0JzNEVRLfwlh0f6BcJ,Chân Trời Yêu Tuyệt Vời,['Phan Đinh Tùng'],2005-01-20,335560,0,0,0,25216,5746,12222
46367,6lZxZ98Z6olp8E5ovo47qT,Tình Mãi Muôn Đời,['Phan Đinh Tùng'],2005-01-20,351440,0,0,0,24897,4062,10647
46368,6mquJmrOGQiuFSlfR6zg2q,Nụ Cười Thiên Thần,['Phan Đinh Tùng'],2005-01-20,199601,0,2,0,2643,3540,7998
46369,3dDC7lwuyugv27X5MLWodR,Ngàn Năm Thương Nhớ,['Phan Đinh Tùng'],2005-01-20,247301,0,0,0,22256,2565,3715
46370,5MfZuR6ftxXX7ZEPAxY1rf,Như Là Hẹn Ước,['Phan Đinh Tùng'],2005-01-20,289782,0,0,0,14944,3181,6285
46593,6GoBrIXR3Rq10NVoYKLMn0,Tìm Về Với Mẹ,['Phan Đinh Tùng'],2004-09-14,255582,0,0,0,1232,2591,10375
46594,3aJLunKfpKgzgeSJHbQ5P2,Bởi Vì Anh Yêu Em,['Phan Đinh Tùng'],2004-09-14,262504,1,116,31,432790,8060,30961
46595,4tsdvRUbJaZfHWjb7BefYr,Khát Khao,['Phan Đinh Tùng'],2004-09-14,298031,0,0,0,8756,3176,5715
46596,2OSou8wtzzSDA0TAKXxLNa,Yêu Trong Mù Lòa,['Phan Đinh Tùng'],2004-09-14,273107,0,1,0,293100,459,938
46597,7g9rX4rxKOrG6Jr8KiSDjO,Tình Hoang Vắng,['Phan Đinh Tùng'],2004-09-14,229511,0,0,0,9573,2702,4473
46598,1MGdA4CNNDBvecChd8FpqQ,Anh Muốn Quay Về,['Phan Đinh Tùng'],2004-09-14,283324,0,0,0,24273,3185,5863
46599,34NY5uR94M4ZflKNG2tFMb,Nơi Xưa Anh Chờ,['Phan Đinh Tùng'],2004-09-14,287634,0,1,0,10749,61,634
46600,5vagKyHza9VtjXUkcxWVa3,Quay Về Quá Khứ,['Phan Đinh Tùng'],2004-09-14,236720,0,0,0,11338,2483,3861
46601,2htYRezobOOxvR41hgxEJb,Trở Lại Bến Yêu,['Phan Đinh Tùng'],2004-09-14,289175,0,0,0,10802,3183,6271
46602,67d8K0RjqwPYwiICrjl8kL,Kiếp Người,['Phan Đinh Tùng'],2004-09-14,284551,0,0,0,23906,3184,5644
46603,4N7fF9E0W3kM22sECu0jJF,Tìm Về Với Mẹ - Instrumental,['Phan Đinh Tùng'],2004-09-14,264773,0,0,0,7491,2551,4142
46604,0sgvmXFkirdeiMltGn43x9,Bời Vì Anh Yêu Em - Instrumental,['Phan Đinh Tùng'],2004-09-14,261665,0,0,0,8231,2537,5882
46605,0klyUlF9uqYWAF5qVPmg07,Nơi Xưa Anh Chờ - Instrumental,['Phan Đinh Tùng'],2004-09-14,287026,0,0,0,7947,3189,6109
46606,6efyKtIKVezMHvmkjKNz5p,Khát Khao - Instrumental,['Phan Đinh Tùng'],2004-09-14,295960,0,0,0,20402,3178,5871
46843,0FjlClzccm1hssb415Hq8u,Đêm Về Sáng,['Phan Đinh Tùng'],2001-12-14,284499,0,1,0,2707,59,586
46844,26C6XRHsx3w9PHhiLYFZs8,Vẫn Cứ Là Em,['Phan Đinh Tùng'],2001-12-14,227354,0,0,0,6467,2662,4327
46845,5UtJdAu2U579rcmIQIHp9d,Better Together,['Phan Đinh Tùng'],2001-12-14,244027,0,0,0,11408,2490,3906
46846,7923yTUnxIhySvlJH2WZRt,Bông Hồng Cài Áo,['Phan Đinh Tùng'],2001-12-14,339901,0,0,0,16515,4547,11525
46847,40daKn6e7NJTiRo9BEdzCb,Cha Ơi Cha ở Đâu,['Phan Đinh Tùng'],2001-12-14,363080,0,0,0,22347,4087,10537
46848,6v11hSqdxpdFnNEsyFKIFU,Thần Thoại,['Phan Đinh Tùng'],2001-12-14,292911,2,9,11,25958,696,2212
46849,1UmD9DXPkOODBjBJfH9PEj,Tình Yêu Không Như Là Mơ,['Phan Đinh Tùng'],2001-12-14,263826,0,0,0,7762,2537,4912
46850,7x9fDr0YtvwZ3jYH9zhtpY,Diệu Vợi Tình Chúa Thương Con,['Phan Đinh Tùng'],2001-12-14,339267,0,0,0,13241,4547,11525
46851,3GZMpjVVKYpgbmq3IX0Bhc,Đêm Của Lời Hẹn Hò,['Phan Đinh Tùng'],2001-12-14,457187,0,1,0,7725,993,2452
46852,5OpLyoId0nTtCvMFqAO7zS,Yêu Lại Từ Đầu,['Phan Đinh Tùng'],2001-12-14,247657,0,1,0,1141,611,2559
46853,2rBWcSXVZcwrn5aKenUsEx,Chơi Vơi - Live,['Hồ Ngọc Hà'],2024-07-10,384000,0,4,6,39019,382,1005
46854,61fwHdxh09No8owM1Awa8D,Comme Toi / Bang Bang - Live,['Hồ Ngọc Hà'],2024-07-10,391400,0,6,5,28205,241,2107
46855,26tDEBkzMkq05FwzL8RluV,Liên khúc Nguyễn Hồng Thuận - Live,['Hồ Ngọc Hà'],2024-07-10,831400,1,9,6,1316518,2924,46518
46856,2ufOomB9NnL27isBhDbG47,Hãy Thứ Tha Cho Em / Xin Hãy Thứ Tha - Live,['Hồ Ngọc Hà'],2024-07-10,290880,0,6,4,146705,120,2999
46857,4nub5urULCvvDv4BSoPXvc,Cả Một Trời Thương Nhớ - Live,['Hồ Ngọc Hà'],2024-07-10,164320,0,4,3,14924,373,508
46858,4Z7qn5COFifA27DsDYoP3g,Lời Nói Dối Ngọc Ngà - Live,['Hồ Ngọc Hà'],2024-07-10,295960,0,5,3,19547,93,963
46859,57qghYoWLzW6YMBBHF0apt,Cô Đơn Trên Sofa - Live,['Hồ Ngọc Hà'],2024-07-10,291760,0,6,4,165194,118,4256
46860,5e9JGfuweVjB6QbCV47DUO,Có Quên Được Đâu / Ta Chẳng Còn Ai - Live,['Hồ Ngọc Hà'],2024-07-10,353880,0,9,11,79569,429,1201
46861,3fL4QPNGXbUYNK0fxYd87T,Still Loving You - Live,['Hồ Ngọc Hà'],2024-07-10,279040,0,6,0,15598,162,1140
46862,20LTkBQoKWFNngndPgU016,Những Lời Dối Gian / Hoa Tàn / Xa Em Kỷ Niệm - Live,['Hồ Ngọc Hà'],2024-07-10,434440,1,8,7,1129706,2897,42253
46863,1F1YjBJTXVm5OG0NrsA6SE,Gạt Đi Nước Mắt / I'm Still Loving You - Live,['Hồ Ngọc Hà'],2024-07-10,298320,0,5,5,85925,177,1808
46864,5ywVApX6WQNycBVNhu9L7o,Nơi Ấy Bình Yên / Nỗi Nhớ Dịu Êm - Live,['Hồ Ngọc Hà'],2024-07-10,287840,0,5,7,54949,212,1121
46865,4ZVB5fFd6ddqn9fXD5ohJn,Ai Chung Tình Bằng Cô Đơn - Live,['Hồ Ngọc Hà'],2024-07-10,233400,0,4,2,31418,127,463
46866,62UWbyA6X3KQCkgKsdQz50,Trống Vắng / Trả Nợ Tình Xa - Live,['Hồ Ngọc Hà'],2024-07-10,514120,1,7,4,1366724,4062,62471
46881,15AG1DLviFL85SX9ihfCIO,Chỉ Là - Live,['Hồ Ngọc Hà'],2023-09-30,201767,0,0,0,19495,2807,5422
46882,4zssM3IDzOAOcd7vbdNNyt,Đời Bỗng Vui - Live,['Hồ Ngọc Hà'],2023-09-30,235342,0,0,0,13432,2484,3860
46883,4AhNvqr4qE0rOkrUYfViHW,Đừng Quay Về - Live,['Hồ Ngọc Hà'],2023-09-30,223933,0,0,0,11253,2613,3838
46884,0Wa7sxhwZRCB7tqjlbfpES,Em Vẫn Muốn Yêu Anh - Live,['Hồ Ngọc Hà'],2023-09-30,295372,0,0,0,10612,3177,5887
46885,1pUA6zrFuZyNjTZpStIyKi,Giấu Nước Mắt - Live,['Hồ Ngọc Hà'],2023-09-30,170109,0,0,0,4674,2281,4312
46886,6FUPAGJcpWv9zCUy5eMPoU,Hãy Nói Với Em - Live,['Hồ Ngọc Hà'],2023-09-30,220665,0,0,0,12189,2593,4188
46887,6OsujaV9JrkFFZp23Eyn82,Mãi Mãi Về Sau - Live,['Hồ Ngọc Hà'],2023-09-30,258702,0,0,0,25635,2538,15111
46888,3A9RckzojVHSBdseFi9WNU,Một Lần Cuối Thôi - Live,['Hồ Ngọc Hà'],2023-09-30,243396,0,0,0,8715,2490,3906
46889,60tPmUUmeGChitqAkHLBqj,Sao Ta Lặng Im - Live,['Hồ Ngọc Hà'],2023-09-30,298671,0,0,0,10229,3176,5714
46890,3PNoSbavE2k4yVRjW3CB4l,Sẽ Mãi Bên Nhau - Live,['Hồ Ngọc Hà'],2023-09-30,248138,0,0,0,20347,2565,4446
46891,0MGIcIjrvdtErJaeJZJeeu,Thêm Một Lần Vỡ Tan - Live,['Hồ Ngọc Hà'],2023-09-30,119331,0,0,0,5213,2286,4099
46892,5EFNDRu9C7SAdYzWqnPmnB,Thức Tỉnh - Live,['Hồ Ngọc Hà'],2023-09-30,183278,0,0,0,5694,2772,4278
46893,1TihHArrDrYC3A6qME01EK,Tìm Lại Giấc Mơ - Live,['Hồ Ngọc Hà'],2023-09-30,294680,0,0,0,11319,3176,5897
46894,2TqsLjU7Iw0534Y1G3pxVN,Từ Ngày Em Đi - Live,['Hồ Ngọc Hà'],2023-09-30,259238,0,0,0,294559,2538,15400
46895,2u4wUlA5NjL2PN7Cu2XiKr,Vậy Là Mình Xa Nhau - Live,['Hồ Ngọc Hà'],2023-09-30,351422,0,0,0,24897,4062,10647
46896,2qu99lO2UO4yBqurNWUTI5,Xin Hãy Thứ Tha - Live,['Hồ Ngọc Hà'],2023-09-30,278402,0,0,0,11931,3185,5155
46897,4twlhBX8eRlCJUZ8i8KPDo,Lk Giấc Mơ Chỉ Là Giấc Mơ - Có Bao Giờ - Đêm Nghe Tiếng Mưa - Và Em Đã Yêu - Live,['Hồ Ngọc Hà'],2023-09-30,518175,0,0,0,37603,4069,10704
46898,6ZgN7JO1malKpP1A9BV3Bd,Lk Khi Ta Yêu Nhau - Người Yêu Nhỏ Bé - Live,['Hồ Ngọc Hà'],2023-09-30,331859,0,0,0,51703,6097,12705
46899,7c7mc08Jn7sUfqzWAVB3jd,Nếu Chỉ Còn Một Ngày Để Sống - Live,['Hồ Ngọc Hà'],2023-09-30,323080,0,0,0,1194874,3723,10146
46933,6r0QJl9CbcsOy8wBY5keZn,Em Muốn Anh Đưa Em Về / Say Goodbye - Live,['Hồ Ngọc Hà'],2023-06-20,396766,0,2,3,18779,381,328
46934,3hkGizfonYYs6D37lISnrA,Thêm Một Lần Vỡ Tan / Anh Đừng Quên - Live,['Hồ Ngọc Hà'],2023-06-20,324966,0,10,3,16775,460,906
46935,657rPl1z5SrHBrwhiVvgWL,Đức Trí - Live,['Hồ Ngọc Hà'],2023-06-20,585266,0,6,3,11632,209,1035
46936,1KenSVnL42ui7lYITjH8gm,Mascara / Lặng Thầm Một Tình Yêu - Live,['Hồ Ngọc Hà'],2023-06-20,381500,0,6,5,19348,249,2095
46937,40kzkMKOTwGiFbhe72dY5H,Đã Sai Từ Lúc Đầu / Cả Một Trời Thương Nhớ - Live,['Hồ Ngọc Hà'],2023-06-20,451266,0,6,3,11638,198,951
46938,4i1ou4nRgYnb5s5QPCe6cQ,Khi Mình Yêu / Những Lời Mê Hoặc - Live,['Hồ Ngọc Hà'],2023-06-20,428433,0,2,2,8326,402,473
46939,2IKE94ivopu29w0z3ozYkF,Nguyễn Hồng Thuận - Live,['Hồ Ngọc Hà'],2023-06-20,529066,0,7,4,16937,193,1109
46940,3wy9VqZCT0Bn3aDGQJy23G,Càng Trưởng Thành Càng Cô Đơn / Gửi Người Yêu Cũ - Live,['Hồ Ngọc Hà'],2023-06-20,319000,0,5,3,10423,245,453
46941,0TBUKrInCaszdwxBfctqQ7,Chưa Bao Giờ / Chợt Nhớ Về Anh - Live,['Hồ Ngọc Hà'],2023-06-20,387900,0,10,6,22445,189,758
46942,2jXmmqvEd0AoqwrM1HBQPQ,Cự Tuyệt / Chạy Theo Lý Trí - Live,['Hồ Ngọc Hà'],2023-06-20,377033,0,4,3,12696,418,653
46943,1wWh56b98htD9hoE2ddjZs,Đừng Đi / Có Như Không Có - Live,['Hồ Ngọc Hà'],2023-06-20,390866,0,4,4,11840,295,700
46944,6ofGChYimz2x8OTbBGYKnl,Cô Đơn Trên Sofa / Dạ Vũ - Live,['Hồ Ngọc Hà'],2023-06-20,430566,1,8,0,12701,9161,60266
46945,1ngbI9eBUnF7xS2J2T2se0,Rồi Một Ngày Mình Nói Về Tình Yêu - Live,['Hồ Ngọc Hà'],2023-06-20,260733,0,1,1,9340,250,1515
46992,09EruCEZHKuSl7FW25dxc9,Liên khúc: Chạm Khẽ Tim Anh Một Chút Thôi / Sao Ta Lặng Im / Cả Một Trời Thương Nhớ - Live,['Hồ Ngọc Hà'],2020-10-20,494740,0,104,12,266991,597,2258
46993,6vfl6yjDK0wk0eDgdrN7UX,Người Tình Ơi  - Live,['Hồ Ngọc Hà'],2020-10-20,236175,0,24,4,101362,172,1400
46994,5n4ogpnPdG0EXKcQ3Xb6qi,Liên khúc: Yêu Thương Mong Manh / Khi Giấc Mơ Về / Giấc Mơ Chỉ Là Giấc Mơ / Ta Chẳng Còn Ai - Live,['Hồ Ngọc Hà'],2020-10-20,752197,0,66,8,149035,438,1514
46995,0RuFbu3w6xdsq5JkV1QnpB,Liên khúc: Em Ngày Xưa Khác Rồi / Chợt Nhớ Về Anh / Người Tình Ơi  - Live,['Hồ Ngọc Hà'],2020-10-20,406208,2,84,19,323486,1331,5128
46996,0pXoR6zobWHFon53uO7zV3,"Liên khúc: Em Không Sai, Chúng Ta Sai / Lạc Nhau Có Phải Muôn Đời / Sau Tất Cả - Live",['Hồ Ngọc Hà'],2020-10-20,477520,0,80,7,177449,410,1336
46997,7viWGkPv8gLPNh2WtFqROo,Keep Me In Love - Live,['Hồ Ngọc Hà'],2020-10-20,200480,0,34,4,130956,587,3659
46998,76BrHGvU3P2z88mOpSMmZ2,Liên khúc: Còn Nguyên Vết Thương Sâu / Ngày Tình Phôi Pha / Cơn Đau Cuối Cùng / Đành Như Thế Thôi / Ngày Mai Em Đi - Live,['Hồ Ngọc Hà'],2020-10-20,794944,0,67,10,229400,544,1707
46999,4qhSEOtqeuYJegKlo66WHp,Dù Tình Phôi Pha - Live,['Hồ Ngọc Hà'],2020-10-20,308640,2,78,17,418114,1254,4220
47054,1UN5BrYtooQPLcobYEqMNH,Cự Tuyệt,['Hồ Ngọc Hà'],2020-08-21,296996,2,354,24,2086648,3827,12162
47055,5a64AElaxSpK6Fd3tw1hIq,"Càng Trưởng Thành, Càng Cô Đơn",['Hồ Ngọc Hà'],2020-08-21,305938,0,158,20,803095,2394,6084
47056,11P6GyKIf2ApPeD08HwsmG,Đầu Hàng,['Hồ Ngọc Hà'],2020-08-21,263696,0,81,16,497283,956,3305
47057,2lP4AzcncLV4IbGdlpngCR,Ánh Nắng Trong Em,['Hồ Ngọc Hà'],2020-08-21,275141,0,36,10,293578,258,938
47058,0nytFVdzZrhH2Oggrn5BwE,Anh Bây Giờ Nhạt Quá,['Hồ Ngọc Hà'],2020-08-21,294494,0,65,11,349227,335,1153
47059,7lpsRzaJqisoBa3x4WxlC4,Cạn Dòng Nước Mắt,['Hồ Ngọc Hà'],2020-08-21,274641,3,252,32,1116946,12262,34784
47060,5bCkS5wz8nilPmtesToNFZ,Không Thể Đổi Thay,['Hồ Ngọc Hà'],2020-08-21,299165,0,61,11,291099,441,1485
47061,1cvKda61hqZLXf6Xx9N9Ux,Anh Đừng Quên,['Hồ Ngọc Hà'],2020-08-21,266432,0,54,13,264442,662,2110
47062,0ZjPm2tLXJKkqiItVW8n7N,Đã Sai Từ Lúc Đầu,['Hồ Ngọc Hà'],2020-08-21,294027,1,331,34,1297477,13558,54589
47063,6BOddbMZIi4A0T3FIaFeCO,Rồi Một Ngày Mình Nói Về Tình Yêu,['Hồ Ngọc Hà'],2020-08-21,261494,0,84,14,425252,613,2052
47128,1mjTLzgcJgCmJFxEEksWXV,Bình Yên,"['Hồ Ngọc Hà', 'Trần Hiếu']",2018-07-28,297840,0,172,0,317293,1689,7789
47129,6swYuxYAOcD2LCjSJUnksP,Em,['Hồ Ngọc Hà'],2018-07-28,163400,0,5,1,7272,449,399
47130,0QghgO3LUSqU2qQ1CkZoqe,Gió,['Hồ Ngọc Hà'],2018-07-28,227013,0,5,0,9713,558,3022
